UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION
2017-00021094,3/30/2017 14:00,4/3/2017 18:59,Theft,Suspended,Allegany Hall at 4299  Lehigh  Rd
2017-00021098,4/3/2017 19:32,4/3/2017 19:32,CDS Violation,CBE,"PG3, SDG, Stadium Drive Parking Garage at 4025  Stadium  Dr"
2017-00021114,4/3/2017 20:45,4/3/2017 21:06,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr
2017-00021119,4/2/2017 18:00,4/3/2017 21:42,Assist Other Agency,CBE,10000 block of  Columbia Pike
2017-00021121,3/27/2017 15:50,4/3/2017 21:41,Hate Bias Incident,CBE,"7-11 Varsity, 7-Eleven Varsity at 8150  Baltimore  Ave"
2017-00021152,4/4/2017 0:11,4/4/2017 0:11,CDS Violation,Arrest,Knox  Rd
2017-00021197,4/4/2017 4:56,4/4/2017 4:56,Disorderly Conduct,CBE,7600 block of  Library  Ln
2017-00021291,4/4/2017 15:00,4/4/2017 15:12,Assist Other Agency,CBE,8300 block of  Baltimore  Ave
2017-00021301,4/3/2017 12:45,4/4/2017 16:55,Vandalism,CBE,7500 block of  Baltimore  Ave
2017-00021310,4/4/2017 12:30,4/4/2017 17:25,Theft,Active/Pending,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00021333,4/4/2017 20:31,4/4/2017 20:31,CDS Violation,CBE,4400 block of  Lehigh  Rd
2017-00021383,4/5/2017,4/5/2017 0:00,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2017-00021384,4/5/2017 0:05,4/5/2017 0:05,Suspicious Activity,Suspended,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr"
2017-00021447,4/4/2017 17:30,4/5/2017 9:46,Theft,CBE,8500 block of  Paint Branch  Dr
2017-00021449,4/5/2017 8:50,4/5/2017 9:48,Other Incident,CBE,Skinner Building at 4300  Chapel  Ln
2017-00021452,4/5/2017 10:22,4/5/2017 10:22,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2017-00021474,4/5/2017 14:00,4/5/2017 14:05,Hazardous Condition,CBE,8000 block of  Regents  Dr
2017-00021491,4/5/2017 16:35,4/5/2017 16:35,Injured/Sick Person,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00021516,4/1/2017,4/5/2017 19:11,Other Incident (Title IX Related),CBE,"Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2017-00021527,4/5/2017 22:00,4/5/2017 22:00,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00021535,4/5/2017 22:17,4/5/2017 22:17,Theft,Unfounded,340 block of  Ehrensberger  Dr
2017-00021562,4/6/2017 0:04,4/6/2017 0:04,Injured/Sick Person,CBE,4400 block of  Knox  Rd
2017-00021581,4/6/2017 1:32,4/6/2017 1:32,Disorderly Conduct,CBE,Knox  Rd
2017-00021584,4/6/2017 2:00,4/6/2017 2:00,DWI/DUI,Arrest,Baltimore  Ave
2017-00021586,4/6/2017 2:09,4/6/2017 2:09,DWI/DUI,Arrest,Lakeland  Rd
2017-00021591,4/6/2017 4:12,4/6/2017 4:12,Assist Other Agency,CBE,4600 block of  Norwich  Rd
2017-00021642,4/5/2017 15:00,4/6/2017 11:06,Theft,Active/Pending,Lot 1b
2017-00021651,4/6/2017 12:25,4/6/2017 12:25,Injured/Sick Person,CBE,"S Campus Surge, Susquehanna Hall at 4200  Lehigh  Rd"
2017-00021667,12/15/2016 12:00,4/6/2017 14:13,Theft,Active/Pending,3800 block of  Stadium  Dr
2017-00021717,4/6/2017 18:00,4/6/2017 21:20,Theft,Active/Pending,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00021777,4/7/2017 1:31,4/7/2017 1:31,Injured/Sick Person,CBE,4600 block of  College  Ave
2017-00021785,4/7/2017 2:05,4/7/2017 2:10,Injured/Sick Person,CBE,6900 block of  Preinkert  Dr
2017-00021791,4/7/2017 2:40,4/7/2017 2:44,Injured/Sick Person,CBE,4100 block of  Valley  Dr
2017-00021794,4/7/2017 3:43,4/7/2017 3:43,DWI/DUI,Arrest,Berwyn House  Rd
2017-00021806,4/7/2017 6:58,4/7/2017 6:58,Injured/Sick Person,CBE,Service Building at 7757  Baltimore  Ave
2017-00021843,4/4/2017 17:00,4/7/2017 12:07,Theft,Suspended,7300 block of  Preinkert  Dr
2017-00021917,4/7/2017 21:25,4/7/2017 21:34,Injured/Sick Person,CBE,Paint Branch  Dr
2017-00021969,4/8/2017 0:36,4/8/2017 0:36,Assist Other Agency,Active/Pending,8200 block of  Baltimore  Ave
2017-00022019,4/8/2017 9:32,4/8/2017 9:32,CDS Violation,Arrest,University  Blvd
2017-00022056,4/7/2017 9:00,4/8/2017 14:55,Theft,Active/Pending,Oakland Hall at 3912  Denton Service  Ln
2017-00022060,4/8/2017 15:10,4/8/2017 15:15,Injured/Sick Person,CBE,4  Fraternity  Row
2017-00022078,4/8/2017 17:13,4/8/2017 17:13,Other Incident,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00022097,4/8/2017 16:23,4/8/2017 18:43,Assist Other Agency,CBE,3700 block of  Campus  Dr
2017-00022104,4/8/2017 19:35,4/8/2017 19:35,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00022119,4/8/2017 12:30,4/8/2017 21:26,Vandalism,Suspended,Lot 1d
2017-00022126,4/8/2017 22:49,4/8/2017 22:49,Assist Other Agency,CBE,4900 block of  College  Ave
2017-00022139,4/8/2017 19:00,4/9/2017 0:02,Theft,Suspended,7600 block of  Mowatt  Ln
2017-00022152,4/9/2017 1:44,4/9/2017 1:46,Assault,CBE,7300 block of  Baltimore  Ave
2017-00022155,4/9/2017 2:15,4/9/2017 2:20,Injured/Sick Person,CBE,4200 block of  Farm  Dr
2017-00022157,4/9/2017 3:13,4/9/2017 3:13,Injured/Sick Person,CBE,Adelphi  Rd
2017-00022163,4/9/2017,4/9/2017 4:27,Assist Other Agency,CBE,4300 block of  Guilford  Dr
2017-00022179,4/9/2017 5:30,4/9/2017 10:29,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2017-00022191,4/9/2017 12:23,4/9/2017 12:23,CDS Violation,Active/Pending,4200 block of  Farm  Dr
2017-00022232,4/9/2017 15:51,4/9/2017 15:51,Theft,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00022237,4/9/2017 16:30,4/9/2017 16:33,Accident - Departmental,CBE,7500 block of  Baltimore  Ave
2017-00022261,4/9/2017 22:20,4/9/2017 22:36,CDS Violation,CBE,Lot UU
2017-00022278,4/9/2017 23:10,4/9/2017 23:40,Injured/Sick Person,CBE,7200 block of  Preinkert  Dr
2017-00022467,4/8/2017 14:00,4/10/2017 13:41,Theft,Active/Pending,Charles Hall at 4405  Lehigh  Rd
2017-00022653,4/11/2017 8:53,4/11/2017 8:53,Other Incident,CBE,4200 block of  Valley  Dr
2017-00022670,1/15/2017 4:23,4/11/2017 11:25,Telephone/EMail Misuse,CBE,Health Center at 3983  Campus  Dr
2017-00022686,4/10/2017 11:30,4/11/2017 12:49,Theft,Active/Pending,Biology-Psychology Building at 4094  Campus  Dr
2017-00022727,4/11/2017 15:13,4/11/2017 17:13,Injured/Sick Person,CBE,2  Fraternity  Row
2017-00022743,4/11/2017 19:53,4/11/2017 19:53,Fire,CBE,1  Fraternity  Row
2017-00022745,4/8/2017 1:00,4/11/2017 20:03,Theft,Unfounded,3900 block of  Denton Service  Ln
2017-00022823,4/12/2017 5:43,4/12/2017 5:43,Suspicious Activity,CBE,8200 block of  Baltimore  Ave
2017-00022897,3/28/2017 15:30,4/12/2017 14:55,Theft,Active/Pending,Plant Sciences Building at 4291  Fieldhouse  Dr
2017-00022900,4/5/2017 14:00,4/12/2017 16:43,Theft,Active/Pending,3900 block of  Campus  Dr
2017-00022919,4/12/2017 19:12,4/12/2017 19:12,DWI/DUI,Arrest,Metzerott  Rd
2017-00022921,4/12/2017 19:40,4/12/2017 19:47,Injured/Sick Person,CBE,1  Fraternity  Row
2017-00022925,4/12/2017 20:10,4/12/2017 20:17,Hate Bias Incident,Active/Pending,Baltimore  Ave
2017-00022931,4/11/2017 17:30,4/12/2017 23:06,Injured Officer,CBE,2  Fraternity  Row
2017-00022953,4/13/2017 1:42,4/13/2017 1:42,Theft,Active/Pending,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591  Mowatt  Ln"
2017-00023007,4/12/2017 17:00,4/13/2017 10:47,Theft,Suspended,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
2017-00023046,4/12/2017 11:00,4/13/2017 14:07,Theft,Active/Pending,Chestertown Hall at 4201  Valley  Dr
2017-00023064,3/16/2017 12:00,4/13/2017 16:25,Vandalism,Active/Pending,4  Fraternity  Row
2017-00023072,4/13/2017 17:43,4/13/2017 17:43,Injured/Sick Person,CBE,5800 block of  University Research  Ct
2017-00023086,4/11/2017 15:26,4/13/2017 20:28,Threat Assessment,Active/Pending,"Cole Field House, Cole Student Activities Building, Driscoll Center at 4090  Union  Dr"
2017-00023091,4/13/2017 22:17,4/13/2017 22:17,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave
2017-00023099,4/13/2017 22:44,4/13/2017 22:44,Theft,Suspended,"Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834  Campus  Dr"
2017-00023134,4/14/2017 0:44,4/14/2017 0:44,Injured/Sick Person,CBE,7500 block of  Baltimore  Ave
2017-00023139,4/14/2017 0:59,4/14/2017 0:59,Emergency Petition,Active/Pending,8700 block of  Rhode Island  Ave
2017-00023149,4/14/2017 1:50,4/14/2017 1:57,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr
2017-00023151,4/14/2017 2:40,4/14/2017 2:45,Injured/Sick Person,CBE,4200 block of  Valley  Dr
2017-00023164,4/14/2017 3:20,4/14/2017 3:30,Injured/Sick Person,CBE,Caroline Hall at 7154  Preinkert  Dr
2017-00023195,4/14/2017 10:44,4/14/2017 10:44,DWI/DUI,Arrest,University  Blvd
2017-00023280,4/14/2017 19:51,4/14/2017 19:51,Injured/Sick Person,CBE,Health Center at 3983  Campus  Dr
2017-00023303,4/14/2017 21:22,4/14/2017 21:22,Injured/Sick Person,CBE,Mckeldin Mall
2017-00023310,4/14/2017 21:46,4/14/2017 21:46,Assault,Arrest,7500 block of  Baltimore  Ave
2017-00023320,4/14/2017 22:54,4/14/2017 22:54,CDS Violation,CBE,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr"
2017-00023393,4/14/2017 22:00,4/15/2017 4:30,Injured/Sick Person,CBE,3800 block of  Stadium  Dr
2017-00023534,4/15/2017 18:50,4/15/2017 19:23,Other Incident,CBE,3900 block of  Denton Service  Ln
2017-00023548,4/15/2017 22:12,4/15/2017 22:12,Suspicious Person/Auto,Suspended,4400 block of  Knox  Rd
2017-00023636,4/15/2017 21:00,4/16/2017 12:12,Theft,Suspended,Somerset Hall at 7567  Preinkert  Dr
2017-00023666,4/16/2017 0:45,4/16/2017 18:00,Suspicious Activity,Unfounded,"Asphalt Institute, Potomac Building at 4462  Stadium  Dr"
2017-00023680,4/14/2017 19:30,4/16/2017 20:50,Theft,Suspended,7000 block of  Preinkert  Dr
2017-00023696,4/16/2017 23:49,4/16/2017 23:49,Emergency Petition,CBE,3900 block of  Denton Service  Ln
2017-00023698,4/17/2017 0:26,4/17/2017 0:26,DWI/DUI,Arrest,Baltimore  Ave
2017-00023708,4/17/2017 3:12,4/17/2017 3:12,Theft,Arrest,"Atlantic Building, Computer & Space Sciences Building at 4254  Stadium  Dr"
2017-00023731,4/17/2017 8:27,4/17/2017 8:27,Other Incident,CBE,8  Fraternity  Row
2017-00023751,4/17/2017 9:20,4/17/2017 9:20,Injured/Sick Person,CBE,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2017-00023768,4/17/2017 10:10,4/17/2017 10:10,Injured/Sick Person,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00023774,4/17/2017 10:00,4/17/2017 10:22,CDS Violation,CBE,3900 block of  Campus  Dr
2017-00023813,4/14/2017 8:00,4/17/2017 12:58,Theft,Suspended,Tydings Hall at 7343  Preinkert  Dr
2017-00023831,4/14/2017 16:45,4/17/2017 13:58,Theft,Active/Pending,Hornbake Library at 4130  Campus  Dr
2017-00023972,4/18/2017 0:57,4/18/2017 1:38,Accident - Departmental,CBE,Regents  Dr
2017-00024034,4/18/2017 10:20,4/18/2017 10:27,Injured/Sick Person,CBE,"Clarice Smith Performing Arts Center, CSPAC at 8270  Alumni  Dr"
2017-00024042,4/17/2017 11:58,4/18/2017 11:32,Theft,Active/Pending,Elkton Hall at 3981  Denton Service  Ln
2017-00024044,3/30/2017 12:00,4/18/2017 11:41,Theft,Arrest,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr"
2017-00024052,4/18/2017 13:20,4/18/2017 13:30,Suspicious Activity,CBE,Mckeldin Library at 7649  Library  Ln
2017-00024053,4/17/2017 20:30,4/18/2017 13:56,Theft,Warrant Issued,3900 block of  Denton Service  Ln
2017-00024090,4/18/2017 21:12,4/18/2017 21:12,Theft,Active/Pending,7500 block of  Calvert Service  Ln
2017-00024197,4/18/2017 16:30,4/19/2017 7:34,Vandalism,CBE,Lot L
2017-00024212,4/19/2017 9:00,4/19/2017 9:51,Vandalism,Active/Pending,Caroline Hall at 7154  Preinkert  Dr
2017-00024292,4/19/2017 18:50,4/19/2017 19:00,Injured/Sick Person,CBE,Symons Hall at 7998  Regents  Dr
2017-00024324,4/19/2017 22:19,4/19/2017 22:19,Injured/Sick Person,CBE,College  Ave
2017-00024388,4/20/2017 1:04,4/20/2017 1:04,Assault,CBE,4400 block of  Knox  Rd
2017-00024389,4/20/2017 1:28,4/20/2017 1:28,Accident,CBE,7500 block of  Mowatt  Ln
2017-00024391,4/20/2017 1:57,4/20/2017 2:03,Robbery,Arrest,7600 block of  Library  Ln
2017-00024402,4/20/2017 0:30,4/20/2017 4:53,Injured/Sick Person,CBE,4200 block of  Valley  Dr
2017-00024403,4/20/2017 5:05,4/20/2017 5:10,Assist Other Agency,CBE,3400 block of  Tulane  Dr
2017-00024405,4/20/2017 6:10,4/20/2017 6:16,Indecent Exposure,Arrest,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00024440,4/18/2017 8:45,4/20/2017 10:18,Theft,Suspended,4200 block of  Chapel  Ln
2017-00024442,4/7/2017 19:00,4/20/2017 10:31,Theft,Active/Pending,7400 block of  Preinkert  Dr
2017-00024446,4/7/2017 18:00,4/20/2017 11:30,Suspicious Activity,CBE,4200 block of  Lehigh  Rd
2017-00024447,4/19/2017 12:00,4/20/2017 11:42,Vandalism (Title IX Related),Suspended,Lot 1d
2017-00024468,1/18/2017,4/20/2017 15:15,Assist Other Agency,CBE,"Patuxent Building, Telecommunications at 4161  Fieldhouse  Dr"
2017-00024475,4/7/2017 9:00,4/20/2017 16:48,Fraud,Arrest,7500 block of  Baltimore  Ave
2017-00024525,4/20/2017 20:54,4/20/2017 20:54,Assist Other Agency,CBE,Lakeland  Rd
2017-00024543,4/20/2017 22:00,4/20/2017 22:18,CDS Violation,CBE,7200 block of  Preinkert  Dr
2017-00024589,4/21/2017 1:07,4/21/2017 1:07,Injured/Sick Person,CBE,6900 block of  Preinkert  Dr
2017-00024699,4/21/2017 14:04,4/21/2017 14:04,Damage to State Property,CBE,Charles Hall at 4405  Lehigh  Rd
2017-00024829,4/21/2017 21:04,4/21/2017 21:04,CDS Violation,Arrest,3400 block of  Tulane  Dr
2017-00024851,4/21/2017 22:45,4/21/2017 22:43,Injured/Sick Person,CBE,Delta Sigma Phi at 4300  Knox  Rd
2017-00024860,4/21/2017 23:42,4/21/2017 23:42,Warrant/Summons Service,Arrest,Acredale Park at 4200  Metzerott  Rd
2017-00024867,4/22/2017 0:25,4/22/2017 0:27,Injured/Sick Person,CBE,7000 block of  Preinkert  Dr
2017-00024890,4/22/2017 2:25,4/22/2017 2:25,Injured/Sick Person,CBE,7400 block of  Baltimore  Ave
2017-00024900,4/22/2017 3:08,4/22/2017 3:08,DWI/DUI,Arrest,City of CP Garage at  Knox  Rd
2017-00024907,4/22/2017 3:54,4/22/2017 3:54,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00025032,4/22/2017 18:29,4/22/2017 18:29,Injured/Sick Person,CBE,340 block of  Ehrensberger  Dr
2017-00025084,4/22/2017 17:00,4/22/2017 21:44,Other Incident,CBE,4300 block of  Stadium  Dr
2017-00025105,4/23/2017 0:09,4/23/2017 0:09,Assault (Title IX Related),Arrest,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
2017-00025114,4/23/2017 1:25,4/23/2017 1:29,Injured/Sick Person,CBE,4400 block of  Knox  Rd
2017-00025284,4/23/2017 16:44,4/23/2017 16:44,Injured/Sick Person,CBE,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium at 4122  Fieldhouse  Dr"
2017-00025286,4/23/2017 17:33,4/23/2017 17:33,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00025290,4/23/2017 18:39,4/23/2017 18:39,Assault,CBE,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00025293,4/23/2017 18:50,4/23/2017 18:54,Animal Complaint,CBE,Paint Branch  Dr
2017-00025307,4/23/2017 5:30,4/23/2017 20:40,Theft,Suspended,4200 block of  Valley  Dr
2017-00025399,4/21/2017 18:00,4/24/2017 11:13,Theft,Suspended,Hagerstown Hall at 4000  Stadium  Dr
2017-00025423,4/23/2017 22:30,4/24/2017 14:06,Theft,Warrant Issued,3900 block of  Denton Service  Ln
2017-00025425,4/23/2017 23:45,4/24/2017 14:27,Theft,Active/Pending,3800 block of  Stadium  Dr
2017-00025429,4/24/2017 13:30,4/24/2017 15:09,Accident - Departmental,CBE,Adelphi  Rd
2017-00025499,4/25/2017 1:20,4/25/2017 1:27,Theft,CBE,Cambridge Hall at 4230  Farm  Dr
2017-00025500,4/25/2017 1:41,4/25/2017 1:41,Recovered Stolen Motor Vehicle,Arrest,Paint Branch  Dr
2017-00025577,4/25/2017 11:41,4/25/2017 11:41,Injured/Sick Person,CBE,340 block of  Ehrensberger  Dr
2017-00025580,4/25/2017 11:45,4/25/2017 11:53,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00025592,4/25/2017 7:41,4/25/2017 13:14,Other Incident,Suspended,4200 block of  Chapel  Ln
2017-00025596,4/25/2017 13:47,4/25/2017 13:47,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2017-00025603,4/25/2017 15:30,4/25/2017 15:30,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr"
2017-00025617,4/25/2017 17:30,4/25/2017 17:38,Dept Property Damage/Loss,CBE,8900 block of  Liberty Ln
2017-00025748,12/10/2016,4/26/2017 9:44,Theft,CBE,8000 block of  Boteler  Ln
2017-00025808,4/26/2017 15:47,4/26/2017 15:47,Theft,Active/Pending,"S Campus Surge, Susquehanna Hall at 4200  Lehigh  Rd"
2017-00025822,4/26/2017 17:06,4/26/2017 17:06,Injured/Sick Person,CBE,4300 block of  Rowalt  Dr
2017-00025852,4/26/2017 20:28,4/26/2017 20:28,Suspicious Activity,Suspended,3900 block of  Campus  Dr
2017-00025860,4/26/2017 13:28,4/26/2017 21:13,Fraud,Suspended,7500 block of  Baltimore  Ave
2017-00025913,4/27/2017,4/27/2017 0:10,CDS Violation,CBE,4300 block of  Knox  Rd
2017-00025919,4/27/2017 0:29,4/27/2017 0:29,Injured/Sick Person,CBE,6900 block of  Preinkert  Dr
2017-00026093,4/27/2017 23:30,4/27/2017 23:30,DWI/DUI,Arrest,College  Ave
2017-00026097,4/27/2017 13:06,4/27/2017 23:39,Hate Bias Incident,CBE,5  Fraternity  Row
2017-00026193,4/27/2017,4/28/2017 10:35,Theft,Unfounded,Van Munching Hall at 7699  Mowatt  Ln
2017-00026278,4/26/2017 18:00,4/28/2017 18:16,Theft,Active/Pending,Denton Area Dining Hall at 3951  Denton Service  Ln
2017-00026288,4/28/2017 20:00,4/28/2017 20:47,Emergency Petition,CBE,4500 block of  College  Ave
2017-00026289,4/28/2017 20:55,4/28/2017 20:55,Trespassing,CBE,"La Plata Beach, LaPlata Beach"
2017-00026310,4/29/2017 0:37,4/29/2017 0:37,Other Incident (Title IX Related),Active/Pending,3900 block of  Denton Service  Ln
2017-00026317,4/29/2017 1:15,4/29/2017 1:22,Emergency Petition,CBE,8200 block of  Boteler  Ln
2017-00026330,4/29/2017 3:01,4/29/2017 3:01,Robbery,Arrest,7600 block of  Preinkert  Dr
2017-00026334,4/29/2017 4:25,4/29/2017 4:38,Robbery,Arrest,"Leonardtown #250, Leonardtown Community Center at 7559  Yale  Ave"
2017-00026335,4/29/2017 5:19,4/29/2017 5:19,DWI/DUI,Arrest,Paint Branch  Dr
2017-00026375,4/29/2017 11:42,4/29/2017 11:42,Injured/Sick Person,CBE,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282  Chapel  Ln"
2017-00026377,4/29/2017 12:16,4/29/2017 12:16,Injured/Sick Person,CBE,4500 block of  Knox  Rd
2017-00026397,4/29/2017 15:15,4/29/2017 15:15,Death Investigation,CBE,Marie Mount Hall at 7814  Regents  Dr
2017-00026405,4/29/2017 15:57,4/29/2017 15:57,Injured/Sick Person,CBE,Varsity Practice Field
2017-00026468,4/29/2017 19:00,4/29/2017 20:24,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00026480,4/28/2017 15:45,4/29/2017 20:54,Theft,Suspended,Chestertown Hall at 4201  Valley  Dr
2017-00026482,4/29/2017 21:17,4/29/2017 21:17,Injured/Sick Person,CBE,7600 block of  Library  Ln
2017-00026506,4/29/2017 23:08,4/29/2017 23:08,DWI/DUI,Arrest,7300 block of  Baltimore  Ave
2017-00026521,4/29/2017 23:53,4/29/2017 23:53,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00026544,4/30/2017 1:47,4/30/2017 1:47,Vandalism,Arrest,4300 block of  Sterling Rd
2017-00026565,4/30/2017 3:00,4/30/2017 3:37,Trespassing,Arrest,Delta Sigma Phi at 4300  Knox  Rd
2017-00026592,4/30/2017 10:35,4/30/2017 10:35,Emergency Petition,CBE,Van Munching Hall at 7699  Mowatt  Ln
2017-00026608,4/30/2017 11:45,4/30/2017 11:45,CDS Violation,CBE,3800 block of  Stadium  Dr
2017-00026618,4/30/2017 12:54,4/30/2017 12:54,Injured/Sick Person,CBE,Ellicott Area Dining Hall at 4028  Stadium  Dr
2017-00026624,4/30/2017 14:01,4/30/2017 14:01,Fire,CBE,4100 block of  Valley  Dr
2017-00026723,5/1/2017 1:06,5/1/2017 1:06,CDS Violation,Arrest,Lot 2g
2017-00026759,5/1/2017 5:00,5/1/2017 6:41,Theft,Suspended,7600 block of  Library  Ln
2017-00026784,4/30/2017 21:00,5/1/2017 9:49,Theft,Active/Pending,4100 block of  Valley  Dr
2017-00026791,5/1/2017 10:00,5/1/2017 10:52,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2017-00026794,4/27/2017 20:00,5/1/2017 11:22,Theft,Active/Pending,7600 block of  Library  Ln
2017-00026797,5/1/2017 11:43,5/1/2017 11:43,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2017-00026800,4/26/2017 21:00,5/1/2017 12:38,Stolen Motor Vehicle,Active/Pending,Lot 11b
2017-00026801,4/30/2017 14:00,5/1/2017 12:44,Theft,Active/Pending,Tawes Hall at 7751  Alumni  Dr
2017-00026804,5/1/2017 13:50,5/1/2017 13:50,Injured/Sick Person,CBE,7600 block of  Library  Ln
2017-00026808,5/1/2017 14:40,5/1/2017 14:48,Theft,Active/Pending,3900 block of  Campus  Dr
2017-00026831,5/1/2017 11:00,5/1/2017 18:47,Theft,Active/Pending,Lot FF
2017-00026849,5/1/2017 20:20,5/1/2017 20:26,Injured/Sick Person,CBE,Recreation Artificial Turf Field
2017-00026876,5/1/2017 22:28,5/1/2017 22:28,CDS Violation,CBE,Cambridge Quad
2017-00026967,4/27/2017 17:00,5/2/2017 10:06,Theft,Active/Pending,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2017-00026977,5/2/2017 12:12,5/2/2017 12:12,Disorderly Conduct,CBE,Main Administration Building at 7901  Regents  Dr
2017-00027006,5/2/2017 15:57,5/2/2017 15:57,Theft,Suspended,Delta Sigma Phi at 4300  Knox  Rd
2017-00027009,5/2/2017 16:46,5/2/2017 16:46,Injured/Sick Person,CBE,3900 block of  Campus  Dr
2017-00027011,5/2/2017 17:03,5/2/2017 17:03,Assault,CBE,8000 block of  Boteler  Ln
2017-00027026,5/2/2017 19:28,5/2/2017 19:28,Title IX Incident Non Criminal,CBE,"Journalism Building, Knight Hall at 7765  Alumni  Dr"
2017-00027103,5/3/2017 1:30,5/3/2017 2:07,False Report/Statement,Arrest,Baltimore  Ave
2017-00027116,5/3/2017 3:35,5/3/2017 4:00,Injured/Sick Person,CBE,Chestertown Hall at 4201  Valley  Dr
2017-00027128,5/3/2017 6:00,5/3/2017 6:21,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2017-00027171,5/3/2017 11:46,5/3/2017 11:46,Assault,CBE,Kim Engineering Building at 8228  Paint Branch  Dr
2017-00027172,5/3/2017 11:00,5/3/2017 12:00,Assault,CBE,"Satellite Central Utilities Building 3, SCUB 3 at 4074  Fieldhouse  Dr"
